,lemat,emocje,stopien_nacechowania
1716,fortuna,radość;,+ m
1739,fura,radość;smutek;złość;,amb
1740,fura,radość;smutek;złość;strach;,amb
1755,gamoń,wstręt;złość,- m
1756,gamoń,wstręt;złość,- m
1757,gang,strach;wstręt;,- s
1758,gang,strach;,- m
1759,gang,złość;strach;wstręt;,- m
1760,ganiać,smutek;złość;,- s
1761,ganiać,złość;,- s
1762,gap,wstręt;złość,- s
1763,gap,złość;,- s
1772,gasnąć,smutek;,- s
1773,gasnąć,smutek;strach;,- s
1780,gała,smutek;złość;wstręt;,- s
1781,gała,smutek;złość;,- m
1782,gała,zaskoczenie czymś nieprzewidywanym;złość;,- s
1793,genialny,cieszenie się na;radość,+ m
1794,genialny,radość;,+ m
1797,gęstość,zaufanie;radość,+ s
1798,gęstość,zaufanie;radość,+ s
1799,gibki,radość;,+ s
1800,gibki,radość;,+ s
1801,gibkość,radość;,+ s
1802,gibkość,radość;,+ s
1807,gigantyczny,złość;radość;smutek,amb
1808,gigantyczny,złość;radość;smutek,amb
1818,gmin,smutek;złość;wstręt;,- s
1821,gminny,wstręt;,- s
1822,gminny,wstręt;złość,- s
1823,gnać,złość;,- s
1824,gnać,złość;wstręt;,- s
1825,gniew,złość;,- m
1826,gniew,złość;,- m
1827,gniewny,złość;strach;wstręt;,- m
1828,gniewny,smutek;złość;strach;,- m
1829,gnuśny,wstręt;złość;smutek,- m
1830,gnuśny,wstręt;złość;smutek,- m
1831,godny,zaufanie;,+ m
1832,godny,zaufanie;,+ m
1833,godziwy,radość;,+ s
1834,godziwy,radość;,+ s
1835,gonić,smutek;,- s
1836,gonić,smutek;,- s
1837,góra,radość;smutek;złość;,amb
1838,góra,radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;wstręt;,amb
1843,gorąco,złość;smutek,- s
1844,gorąco,złość;smutek,- s
1849,gorączkowość,złość;smutek;strach,- s
1850,gorączkowość,złość;strach;,- s
1853,gorliwy,zaufanie;złość,amb
1854,gorliwy,zaufanie;złość,amb
1857,górnolotny,wstręt;złość,- s
1858,górnolotny,wstręt;złość,- s
1861,gość,radość;złość;wstręt;,amb
1862,gość,radość;złość;wstręt;,amb
1863,gościnny,radość;zaufanie;,+ s
1864,gościnny,radość;zaufanie;,+ s
1871,gospodarny,radość;zaufanie;,+ s
1872,gospodarny,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
1879,gotowość,zaufanie;,+ s
1880,gotowość,zaufanie;,+ s
1881,gotowy,radość;zaufanie;,+ s
1882,gotowy,zaufanie;,+ s
1883,gówno,złość;wstręt;,- m
1884,gówno,złość;wstręt;,- m
1887,gołowąs,złość;,- m
1888,gołowąs,wstręt;złość,- m
1891,grać,złość;wstręt;,- s
1893,grać,złość;wstręt;,- s
1894,grać,smutek;złość;wstręt;,- s
1897,gracja,radość;,+ m
1898,gracja,radość;,+ s
1899,gracja,radość;cieszenie się na coś oczekiwanego;,+ s
1918,gromadzić,cieszenie się na coś oczekiwanego;,+ s
1919,gromadzić,cieszenie się na coś oczekiwanego;,amb
1920,gromadzić,cieszenie się na coś oczekiwanego;smutek;strach;,amb
1929,groźba,złość;smutek;strach,- m
1930,groźba,strach;,- m
1931,groźny,strach;,- m
1932,groźny,strach;,- m
1933,grubiański,złość;wstręt;,- m
1934,grubiański,złość;wstręt;,- m
1935,gruby,wstręt;smutek,- m
1936,gruby,wstręt;smutek,- m
1947,gryzący,złość;smutek,- m
1948,gryzący,złość;smutek,- m
1949,grzeczny,radość;,+ s
1950,grzeczny,radość;zaufanie;,+ s
1951,grzeszny,wstręt;smutek,- s
1952,grzeszny,wstręt;złość;smutek,- s
1957,grzywna,zaskoczenie czymś nieprzewidywanym;smutek;złość;,- s
1959,gust,wstręt;radość,amb
1962,gwardia,zaufanie;,+ s
1966,gwałtowny,złość;radość,amb
1967,gwałtowny,złość;radość,amb
1968,głąb,wstręt;złość,- m
1969,głąb,wstręt;złość,- m
1972,głośny,radość;smutek;złość;,amb
1973,głośny,radość;smutek;złość;wstręt;,amb
1976,głowić się,,amb
1977,głowić się,smutek;,- s
1978,głowić się,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
1983,główkować,zaufanie;,amb
1984,główkować,zaufanie;,+ s
1985,główkować,radość;cieszenie się na coś oczekiwanego;złość;wstręt;,amb
1990,głupek,wstręt;złość;smutek,- m
1991,głupek,wstręt;złość,- m
1992,głupi,wstręt;złość,- m
1993,głupi,wstręt;złość,- m
1994,głupi,złość;smutek,- m
1995,głupi,złość;smutek,- m
1996,głupol,wstręt;złość,- m
1997,głupol,złość;radość;wstręt,amb
1998,głupol,wstręt;błąd;złość;niewiedza;nieużyteczność,- m
1999,głusza,smutek;strach;,- s
2000,głusza,smutek;strach,- s
2001,głusza,smutek;strach,- s
2008,hańba,wstręt;smutek,- m
2009,hańba,wstręt;smutek,- m
2014,harmonia,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
2015,harmonia,,+ s
2016,harmonijny,radość;,+ s
2017,harmonijny,radość;,+ s
2020,hałas,złość;,- m
2021,hałas,złość;,- m
2026,hermetyczny,wstręt;,- s
2027,hermetyczny,smutek;,- s
2028,heros,zaufanie;radość,+ m
2029,heros,zaufanie;radość,+ m
2046,hojny,zaufanie;radość,+ m
2047,hojny,zaufanie;radość,+ m
2060,huk,smutek;złość;,- s
2061,huk,smutek;złość;wstręt;,- s
2062,hulaszczy,wstręt;smutek,- m
2063,hulaszczy,wstręt;smutek,- m
2064,humanitarność,zaufanie;,+ m
2065,humanitarność,zaufanie;,+ m
2066,humanitarny,zaufanie;radość,+ s
2067,humanitarny,zaufanie;radość,+ s
2068,humanitaryzm,zaufanie;dobro;użyteczność,+ m
2069,humanitaryzm,zaufanie;,+ m
2074,idealny,radość;,+ m
2075,idealny,zaufanie;radość,+ m
2078,idiota,wstręt;złość,- m
2079,idiota,wstręt;złość,- m
2091,impulsywny,smutek;złość;,- m
2092,impulsywny,złość;,- s
2093,impulsywny,zaskoczenie czymś nieprzewidywanym;strach;,- s
2094,inauguracja,radość;,+ s
2095,inauguracja,radość;,+ s
2098,incydent,smutek;,- s
2099,incydent,smutek;,- s
2106,indywidualny,zaufanie;,+ s
2116,informować,zaufanie;,+ s
2118,informować się,zaufanie;,+ s
2119,informować się,radość;,+ s
2122,inicjatywa,zaufanie;radość,+ m
2123,inicjatywa,zaufanie;radość,+ m
2132,instrumentalny,wstręt;złość;smutek,- m
2133,instrumentalny,wstręt;złość;smutek,- s
2134,instrumentalny,wstręt;złość;smutek,- s
2143,intelekt,zaufanie;radość,+ s
2144,intelekt,radość;zaufanie;,+ s
2145,intelektualista,zaufanie;radość,+ m
2146,intelektualista,radość;,+ m
2147,intelektualny,zaufanie;złość;radość;wstręt,amb
2148,intelektualny,złość;radość;wstręt,amb
2149,inteligencja,zaufanie;radość,+ m
2150,inteligencja,radość;zaufanie;,+ m
2151,inteligentny,radość;zaufanie;,+ m
2152,inteligentny,radość;zaufanie;,+ m
2157,interesować się,radość;cieszenie się na coś oczekiwanego;,+ s
2158,interesować się,zaufanie;złość;,amb
2159,interesować się,radość;wstręt;,amb
2160,interesujący,radość;,+ m
2161,interesujący,radość;,+ m
2162,internat,smutek;złość;strach;,- s
2168,intratny,radość;,+ m
2169,intratny,radość;,+ m
2170,intrygujący,radość;zaskoczenie,+ s
2171,intrygujący,radość;,+ s
2174,inwencja,zaufanie;radość,+ s
2175,inwencja,radość;,+ s
2184,irytacja,złość;zaskoczenie,- m
2185,irytacja,złość;,- m
2192,istotny,zaufanie;,+ m
2193,istotny,zaufanie;,- s
2194,istotny,,+ s
2197,izolacja,smutek;,- s
2198,izolacja,smutek;złość;,- s
2209,jakość,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
2215,jarzmo,złość;smutek,- m
2216,jarzmo,smutek;złość;,- m
2221,jaskrawy,wstręt;radość,amb
2222,jaskrawy,wstręt;radość,amb
2225,jasny,radość;,+ s
2226,jasny,zaufanie;,+ s
2230,jawny,zaufanie;złość;strach;,amb
2231,jałowy,smutek;,- s
2232,jałowy,smutek;,- s
2235,jechać,wstręt;,- s
2236,jechać,wstręt;,- s
2246,jednomyślny,zaufanie;radość,+ s
2247,jednomyślny,zaufanie;radość,+ s
2252,jednostajny,smutek;,- s
2253,jednostajny,wstręt;smutek,- s
2266,jednoznaczny,zaufanie;,+ s
2286,jubileusz,radość;cieszenie się na coś oczekiwanego;,+ s
2287,jubileusz,radość;cieszenie się na coś oczekiwanego;,+ s
2311,kaleka,smutek;,- s
2312,kaleki,wstręt;złość;smutek,- s
2313,kaleki,wstręt;złość;smutek,- s
2322,kamrat,zaufanie;radość,+ s
2323,kamrat,zaufanie;radość,+ s
2356,kara pieniężna,smutek;złość;,- s
2358,karcer,strach;,- s
2359,karcer,smutek;złość;strach;wstręt;,- m
2360,karcer,smutek;złość;strach;wstręt;,- m
2361,karciarz,złość;radość;wstręt,amb
2362,karciarz,złość;radość;wstręt,amb
2367,karmić,radość;,+ s
2368,karmić,zaufanie;,+ s
2369,karność,zaufanie;,+ s
2370,karność,zaufanie;,+ m
2371,karność,radość;wstręt;,amb
2372,karny,,+ s
2373,karny,zaufanie;,+ s
2378,kasować,złość;,- s
2379,kasować,zaufanie;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;,amb
2380,kasować,radość;złość;,amb
2383,katastrofa,złość;smutek;zaskoczenie,- m
2384,katastrofa,złość;smutek,- m
2387,kategoryczny,złość;smutek;strach,- s
2388,kategoryczny,złość;,- s
2393,kawał,radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;,amb
2394,kawał,radość;,amb
2413,kibel,wstręt;,- s
2414,kibel,złość;wstręt;,- s
2417,kić,złość;wstręt;,- s
2418,kić,smutek;złość;wstręt;,- s
2427,kiepski,złość;,- s
2428,kiepski,smutek;złość;wstręt;,- s
2453,klarowny,radość;,+ m
2454,klarowny,radość;,+ s
2455,klarowny,radość;,+ s
2468,klątwa,złość;smutek;strach,- m
2469,klątwa,złość;smutek;strach,- m
2474,klęska,złość;smutek;zaskoczenie,- m
2475,klęska,złość;smutek,- m
2478,klika,złość;wstręt;,- s
2479,klika,złość;wstręt;,- s
2480,klimat,cieszenie się na;radość;smutek,amb
2481,klimat,radośc;smutek;strach,amb
2485,klop,złość;wstręt;,- s
2490,kluczowy,zaufanie;radość,+ s
2494,kmieć,wstręt;złość,- m
2495,kmieć,wstręt;złość,- m
2496,kmiot,wstręt;złość,- m
2497,kmiot,wstręt;złość,- m
2498,kmiotek,wstręt;złość,- s
2499,kmiotek,wstręt;złość,- m
2508,kochany,radość;zaufanie;,+ m
2509,kochany,radość;zaufanie;,+ m
2515,kolega,zaufanie;radość,+ s
2542,kolektyw,,+ s
2544,koleżeństwo,zaufanie;radość,+ s
2545,koleżeństwo,zaufanie;radość,+ s
2552,kolosalny,złość;radość;smutek,amb
2553,kolosalny,złość;radość;smutek,amb
2560,kombinator,wstręt;złość;smutek,- s
2561,kombinator,wstręt;złość;smutek,- s
2566,komfort,zaufanie;radość,+ m
2567,komfort,radość;,+ m
2586,kompan,zaufanie;radość,+ s
2587,kompan,zaufanie;radość,+ s
2592,kompetentny,zaufanie;radość,+ m
2593,kompetentny,radość;zaufanie;,+ m
2594,kompleks,smutek;wstręt;,- s
2595,kompleks,smutek;wstręt;,- s
2608,komuch,wstręt;,- m
2609,komuch,wstręt;,- m
2614,komunista,wstręt;,- s
2618,konanie,smutek;,- s
2619,konanie,smutek;,- s
2638,koneser,zaufanie;cieszenie się na;radość,+ m
2639,koneser,zaufanie;radość,+ m
2642,konflikt,złość;smutek;strach,- s
2643,konflikt,złość;smutek;strach,- s
2644,konfliktowy,złość;smutek,- m
2645,konfliktowy,złość;wstręt;,- m
2650,koniec,radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;,amb
2652,koniec,złość;smutek;zaskoczenie,- m
2653,koniec,złość;smutek,- m
2654,koniec,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,amb
2655,koniec,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;,amb
2660,konkretny,radość;,+ s
2661,konkretny,radość;,+ s
2663,konkurencja,złość;strach;wstręt;,- s
2666,konsekwencja,zaufanie;złość;radość;smutek;strach,amb
2667,konsekwencja,radość;smutek;,amb
2668,konsekwentność,zaufanie;złość;radość;smutek;strach,amb
2669,konsekwentność,radość;smutek;,amb
2670,konsekwentny,radość;,+ s
2671,konsekwentny,radość;,+ s
2674,konserwatywny,radość;wstręt;,amb
2680,konstruktywny,zaufanie;radość,+ m
2681,konstruktywny,radość;,+ m
2691,kontaktować się,zaufanie;,+ s
2694,kontrastowy,złość;radość,amb
2695,kontrastowy,złość;radość,amb
2700,kontrowersyjny,wstręt;,- s
2701,kontrowersyjny,wstręt;,- s
2720,koronny,radość;,+ s
2721,koronny,radość;,+ s
2728,korzyść,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ m
2729,korzyść,radość;,+ s
2730,korzyść,radość;zaskoczenie czymś nieprzewidywanym;,+ s
2731,korzystać,zaufanie;smutek;złość;,amb
2732,korzystać,zaufanie;,+ s
2733,korzystać,zaufanie;,+ s
2734,korzystny,radość;,+ s
2735,korzystny,radość;,+ s
2744,kosmiczny,radość;smutek;złość;,amb
2745,koszmar,złość;strach;smutek,- m
2746,koszmar,smutek;złość;,- m
2751,koteria,złość;wstręt;,- s
2752,koteria,złość;wstręt;,- s
2757,koza,strach;wstręt;,- s
2758,koza,złość;,- s
2775,kraksa,złość;smutek;strach,- s
2776,kraksa,smutek;strach,- s
2791,kres,radość;cieszenie się na coś oczekiwanego;smutek;strach;,amb
2792,kres,radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;,amb
2799,króciutki,radość;smutek,amb
2800,króciutki,radość;smutek;,amb
2809,krótkawy,smutek;wstręt;,- s
2815,kruchy,smutek;strach,- s
2816,kruchy,smutek;strach,- s
2817,kruszyna,radość;,+ s
2818,kruszyna,radość;,+ s
2821,kryminał,smutek;złość;strach;,- s
2822,kryminał,złość;strach;wstręt;,- m
2823,kryminał,wstręt;,- s
2829,krytyk,złość;strach;wstręt;,- s
2830,kryzys,zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;,- m
2831,kryzys,smutek;,- s
2832,kryzys,złość;strach;,- s
2833,kryzys,złość;smutek;strach,- s
2834,kryzys,smutek;,- s
2835,krzepa,zaufanie;radość,+ m
2836,krzepa,zaufanie;radość,+ m
2837,krzepki,radość;,+ m
2838,krzepki,radość;,+ s
2839,krzepki,,+ s
2840,krzyczeć,radość;złość;strach;,amb
2842,krzywda,złość;smutek,- m
2843,krzywda,złość;smutek,- m
2854,kształtny,radość;,+ s
2855,kształtny,radość;,+ s
2871,kulminacyjny,radość;,+ m
2875,kumpel,zaufanie;radość,+ s
2876,kumpel,zaufanie;radość,+ s
2891,kurtuazyjny,złość;radość,amb
2892,kurtuazyjny,złość;radość,amb
2893,kusy,strach;,- m
2894,kusy,wstręt;smutek;strach,- m
2895,kusy,radość;złość;wstręt;,amb
2897,kułak,wstręt;złość,- m
2898,kułak,wstręt;złość,- m
2905,kwalifikowany,zaufanie;radość,+ s
2906,kwalifikowany,radość;zaufanie;,+ s
2919,kłamliwy,wstręt;złość;smutek,- m
2920,kłamliwy,wstręt;złość;smutek,- m
2925,kłopot,złość;smutek;strach,- s
2926,kłopot,smutek;złość;,- s
2927,kłopotać się,smutek;,- s
2928,kłopotać się,smutek;strach;,- s
2929,kłopotliwy,smutek;złość;,- s
2930,kłopotliwy,smutek;złość;wstręt;,- s
2931,kłótliwy,złość;smutek,- m
2932,kłótliwy,złość;wstręt;,- m
2933,kłótnia,złość;smutek,- s
2934,kłótnia,złość;smutek,- s
2943,laga,smutek;złość;wstręt;,- s
2944,laga,smutek;złość;,- m
2945,laga,złość;strach;,- s
2948,laik,-;,- s
2949,laik,-;,- s
2951,lakoniczny,złość;radość,amb
2952,lakoniczny,złość;radość,amb
2961,latorośl,radość;,+ s
2962,latorośl,radość;,+ s
2963,laureat,radość;cieszenie się na coś oczekiwanego;,+ s
2964,laureat,radość;,+ s
2965,lawinowy,złość;radość;smutek;wstręt,amb
2966,lawinowy,złość;radość;smutek;wstręt,amb
2975,leczniczy,zaufanie;,+ m
2976,leczniczy,zaufanie;,+ s
2977,leczniczy,,+ s
2978,legalny,zaufanie;,+ m
2979,legalny,zaufanie;,+ s
2980,legalny,zaufanie;,+ s
2983,lęk,strach;,- m
2984,lęk,wstręt;strach,- m
2990,lekki,radość;smutek;,amb
2991,lekkoduszny,złość;,- m
2992,lekkoduszny,złość;smutek,- m
2993,lekkomyślny,złość;,- m
2994,lekkomyślny,złość;smutek,- m
2995,leniwy,złość;wstręt;,- s
2996,leniwy,złość;wstręt;,- s
3007,lichwa,wstręt;złość;smutek;strach,- m
3008,lichwa,wstręt;złość;smutek,- m
3009,lichy,smutek;złość;,- s
3010,lichy,smutek;złość;,- s
3015,lider,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
3016,lider,radość;zaufanie;cieszenie się na coś oczekiwanego;,+ s
3019,likwidować,radość;smutek;złość;,amb
3043,litość,zaufanie;,+ m
3044,litość,zaufanie;,+ m
3045,litościwy,zaufanie;,+ m
3046,litościwy,radość;zaufanie;,+ s
3047,litościwy,radość;zaufanie;,+ m
3050,lizus,wstręt;złość,- m
3051,lizus,wstręt;złość,- m
3052,logiczność,radość;,+ s
3053,logiczność,zaufanie;radość,+ s
3054,lojalny,radość;zaufanie;,+ m
3055,lojalny,radość;zaufanie;,+ s
3056,lojalny,zaufanie;cieszenie się na coś oczekiwanego;,+ s
3069,los,złość;radość;smutek,amb
3070,los,radość;smutek;,amb
3075,lubić,radość;,+ s
3076,lubić,radość;,+ s
3087,lufa,smutek;złość;wstręt;,- s
3088,lufa,smutek;złość;,- s
3089,luka,wstręt;złość;smutek,- s
3090,luka,smutek;,- s
3091,lulać,radość;,+ s
3092,lulać,,+ s
3093,luzacki,złość;radość,amb
3094,luzacki,złość;radość,amb
3101,mądry,radość;zaufanie;,+ s
3102,mądry,radość;zaufanie;,+ m
3103,mądry,radość;zaufanie;,+ s
3104,mafia,złość;strach;wstręt;,- m
3105,mafia,złość;wstręt;,- m
3112,magnetyzować,radość;złość;wstręt;,amb
3113,magnetyzować,zaufanie;złość;wstręt;,amb
3118,majątek,radość;zaufanie;,+ s
3119,majątek,radość;,+ m
3120,majątek,,+ s
3121,majestatyczność,zaufanie;,+ s
3122,majestatyczność,zaufanie;,+ s
3123,majestatyczny,radość;,+ s
3124,majestatyczny,radość;,+ s
3125,majętność,złość;radość;wstręt,amb
3126,majętność,złość;radość;wstręt,amb
3127,majętny,radość;,+ s
3128,majętny,radość;,+ s
3133,maleńki,radość;,amb
3134,maleńki,radość;smutek;złość;wstręt;,amb
3135,maleństwo,radość;,+ s
3136,maleństwo,radość;,+ s
3137,maligna,smutek;strach,- m
3140,malkontent,wstręt;złość;smutek,- m
3141,malkontent,wstręt;złość;smutek,- m
3142,malowniczy,radość;,+ m
3143,malowniczy,radość;,+ m
3144,maluch,złość;radość;smutek,amb
3145,maluch,złość;radość;wstręt,amb
3146,malutki,radość;smutek;złość;wstręt;,amb
3147,malutki,radość;smutek;,amb
3150,mamer,złość;wstręt;,- s
3151,mamer,smutek;złość;wstręt;,- m
3152,mamer,złość;wstręt;,- m
3154,mamona,wstręt;,- s
3155,mandat,smutek;złość;wstręt;,- s
3157,mania,wstręt;radość;strach,amb
3158,mania,radość;smutek;złość;,amb
3159,maniactwo,wstręt;radość;strach,amb
3160,maniactwo,radość;smutek;złość;,amb
3163,margines,strach;wstręt;,- m
3164,margines,strach;wstręt;,- s
3165,margines,smutek;złość;strach;wstręt;,- m
3168,marny,smutek;złość;,- s
3169,marny,smutek;złość;wstręt;,- s
3172,martwy,smutek;strach;,- m
3173,martwy,smutek;,- m
3178,marzenie,cieszenie się na;radość,+ m
3179,marzenie,cieszenie się na;radość,+ m
3180,marzyć,radość;złość;wstręt;,amb
3181,marzyć,radość;złość;wstręt;,amb
